"","AnoLancamento","Titulo","Diretor","Produtora","UF","Distribuidora","Genero","MaxSalas","Renda","Publico"
"258",2012,"Cara ou coroa","Ugo Cesar Giorgetti","Sp Filmes De São Paulo","SP","Vinny filmes","Ficção",14,"83.655,05","7.719"
"259",2012,"Circular","Alysson Silva Muritiba","Grafo Audiovisual","PR","Grafo Audiovisual","Ficção",4,"17.031,10","1.982"
"260",2012,"Clementina de Jesus - Rainha Quelé","Werinton Kermes Telles Marsal","Werinton Kermes Telles Marsal","SP","Werinton Kermes Telles Marsal","Documentário",0,"0","0"
"261",2012,"Cocoricó conta clássicos","Fernando Márcio Gomes Da Silva","Fundação Padre Anchieta Centro Paulista de Rádio e TV Educativa","SP","Mobz","Ficção",13,"34.233,47","2.770"
"262",2012,"Constantino","Otavio Haddah Cury","In Brasil Produção Cultural /Outros Filmes","SP","Outros Filmes Produções","Documentário",1,"2.933,50","472"
"263",2012,"Construção","Carolina Sa Vasconcellos","Doralice Produções Ltda.","RJ","Espaço Filmes","Documentário",6,"10.547,19","909"
"264",2012,"Contos Gauchescos","Henrique de Freitas Lima","Empresa Cinematográfica Pampeana","RS","Empresa Cinematográfica Pampeana","Ficção",6,"8.524,81","970"
"265",2012,"Coração do samba","Thereza Jessouroun","Kinofilmes","RJ","Kinofilmes Produções","Documentário",1,"3.191,00","279"
"266",2012,"Corações Sujos","Vicente Amorim","Radar Cinema E Televisão","SP","Downtown","Ficção",35,"452.177,72","42.297"
"267",2012,"Curitiba Zero Grau","Eloi Pires Ferreira","Sirino E Silvestre","PR","Tigre Produções Cinematográficas","Ficção",8,"47.125,51","19.674"
"268",2012,"De pernas pro ar 2","Roberto Santucci ","Morena Filmes Ltda.","RJ","Downtown/Paris/Riofilme","Ficção",718,"50.312.134,36","4.846.273"
"269",2012,"Dia de Preto","Marcial Renato / Marcos Felipe / Daniel Mattos ","Demian Produções","RJ","Demian Produções","Ficção",6,"2.015,00","283"
"270",2012,"Dino Cazzola – Uma filmografia de Brasília","Cleisson Vidal Linhares/ Andrea Vianna Prates","Terra Firme Produções Cinematográficas Ltda-Me","SP","Terra Firme Produções","Documentário",3,"5.776,00","548"
"271",2012,"Disparos","Juliana Wanderley Reis","Escrevendo & Filmes Ltda. Me","RJ","H2O Films","Ficção",16,"49.491,55","5.255"
"272",2012,"Dois coelhos","Afonso Poyart","Black Maria Filme Vídeo Digital","SP","Imagem","Ficção",236,"3.315.434,89","336.460"
"273",2012,"E a Vida Continua","Paulo Figueiredo","Versátil Digital Filmes","SP","Paris","Ficção",139,"3.880.872,74","370.842"
"274",2012,"E Aí, Comeu?","Felipe Joffily","Casé Filmes","RJ","Downtown/Paris/Riofilme","Ficção",514,"26.078.324,43","2.578.599"
"275",2012,"Era uma vez eu, Verônica","Marcelo Gomes","Rec Produtores Associados Ltda","PE","Imovision","Ficção",13,"211.685,09","20.756"
"276",2012,"Espia Só","Saturnino Antonio da Rocha","Guarujá Produções Ltda","RS","Guarujá Produções","Documentário",4,"1.692,00","322"
"277",2012,"Eu Receberia as Piores Notícias dos seus Lindos Lábios","Beto Brant","Drama Filmes","SP","Sony/Riofilme","Ficção",32,"538.578,75","47.366"
"278",2012,"Expedicionários","Otavio Haddah Cury","In Brasil Produção Cultural","SP","Outros Filmes Produções","Documentário",2,"546,50","104"
"279",2012,"Febre do Rato","Cláudio De Assis Ferreira","Belavista Rio/ Polo De Imagem","RJ","Imovision","Ficção",10,"244.230,58","28.009"
"280",2012,"Futuro do pretérito: Tropicalismo now!","Ninho Moraes","Anhangabau Produções Ltda.","SP","Vitrine Filmes","Documentário",3,"7.064,11","730"
"281",2012,"Girimunho","Helvécio Neves Marins Jr.","Anavilhana Filmes Ltda.","MG","Vitrine Filmes","Ficção",10,"34.728,90","5.146"
"282",2012,"Gonzaga - De Pai para Filho","Breno Silveira","Conspiração Filmes","RJ","Downtown/Paris/Riofilme","Ficção",407,"14.654.627,80","1.460.447"
"283",2012,"Heleno","José Henrique Komel Fonseca","RT Comércio E Serviços De Criação E Produção De Obras Com Direitos Autorais","SP","Downtown/Riofilme","Ficção",64,"1.009.429,37","91.798"
"284",2012,"Histórias Que Só Existem Quando Lembradas","Julia Murat","Taiga Filmes E Vídeo","RJ","Vitrine Filmes","Ficção",6,"81.633,73","8.802"
"285",2012,"Hotxuá","Leticia Sabatella","Pedra Corrida Produções Artisticas Ltda.","RJ","Caliban","Documentário",4,"40.278,50","4.493"
"286",2012,"Ibitipoca, droba pra lá","Felipe Scaldini","F B Scaldini Produção De Filmes","MG","Lume","Documentário",1,"5.318,76","816"
"287",2012,"Infância Clandestina","Benjamin Ávila","Filmes Mais Ltda.","SP","Imovision","Ficção",17,"378.217,12","32.758"
"288",2012,"Luto em Luta","Pedro Serrano Soffer","Like Filmes","SP","Like Filmes","Documentário",0,"0","0"
"289",2012,"Luz nas Trevas - A Volta Do Bandido da Luz Vermelha","Helena Ignez","Mercúrio Produções","SP","Mercúrio produções","Ficção",10,"42.378,90","9.489"
"290",2012,"Mãe e Filha","Petrus Cariry","Iluminura Cinema e Multimídia Ltda.","CE","Lume","Ficção",3,"4.277,55","670"
"291",2012,"Marcelo Yuka no Caminho das Setas","Daniela Broitman","Videoforum Filmes Produções Artísticas Ltda.","SP","Tucumán","Documentário",9,"14.303,68","2.546"
"292",2012,"Marighella","Isa Grinspum Ferraz","Texto E Imagem S/C","SP","Downtown","Documentário",12,"52.679,30","5.439"
"293",2012,"Menos Que Nada","Carlos Gerbase","Invídeo Produções Cinematográficas","RS","Prana Filmes","Ficção",9,"11.153,90","1.601"
"294",2012,"Muito além do Peso","Estela Renner","Marcos Bessa Nisti","SP","Idéias Maria Farinha","Documentário",10,"29.153,99","2.744"
"295",2012,"Mulher à Tarde","Affonso Uchôa Alonso Rodrigues","88 Produções Artisticas","MG","88 Produções","Ficção",3,"1.488,50","321"
"296",2012,"Na Estrada - On The Road","Walter Salles Júnior","Videofilmes Produções Artísticas","RJ","Playarte","Ficção",118,"3.310.019,59","289.507"
"297",2012,"O contestado – Restos mortais","Sylvio Back","Usina De Kyno Ltda","RJ","Espaço Filmes","Documentário",6,"30.907,22","2.647"
"298",2012,"O diário de Tati","Mauro Chicharo De Farias","Bang Bang Filmes","RJ","Vinny filmes","Ficção",102,"1.788.157,70","206.991"
"299",2012,"O Homem que não Dormia","Edgard Navarro","Truque Produtora de Cinema TV e Vídeo","BA","Pandora","Ficção",6,"30.791,34","4.047"
"300",2012,"O Liberdade","Cíntia Langie","Moviola Filmes","RS","Moviola Filmes","Documentário",1,"3.009,00","527"
"301",2012,"O Manuscrito Perdido","José Barahona","Refinaria Produções Ltda","RJ","Refinaria Filmes","Documentário",2,"1.012,00","145"
"302",2012,"Onde a Coruja dorme","Marcia Derraik","TV Zero","RJ","Riofilme","Documentário",8,"34.380,50","3.649"
"303",2012,"Os Penetras","Andrucha Waddington","Conspiração Filmes","RJ","Warner","Ficção",330,"25.613.581,00","2.548.441"
"304",2012,"Paraísos Artificiais","Marcos Prado","Zazen Produções Audiovisuais","RJ","Zazen","Ficção",232,"3.963.582,33","402.852"
"305",2012,"Paralelo 10","Silvio Da-Rin","Diálogo Comunicação","RJ","Gávea Filmes","Documentário",6,"13.480,21","2.210"
"306",2012,"Peixonauta - Agente Secreto da O.S.T.R.A","Célia Catunda Serra / Kiko Mistrorigo","PG - Produções de Cinema Vídeo e TV Ltda.","SP","Ab Filmes/Polifilmes","Animação",48,"71.903,36","7.407"
"307",2012,"Ponto Org","Patrícia Moran","Anderson Faria Produções Cinematográficas Ltda","MG","Usina Digital","Ficção",0,"0","0"
"308",2012,"Quem se Importa?","Mara Mourão","Mamo Filmes","SP","Imovision","Documentário",5,"92.049,73","7.611"
"309",2012,"Raul, o Início, o Fim e o Meio","Walter Carvalho - Evaldo Mocarzel","A.F. Cinema e Vídeo","SP","Paramount","Documentário",36,"1.883.285,00","170.471"
"310",2012,"Reis e Ratos","Mauro Lima","Natasha Enterprises","RJ","Warner","Ficção",172,"1.239.304,00","128.396"
"311",2012,"Romance de Formação","Julia De Simone","Matizar Produções Artísticas","RJ","Espaço Filmes","Documentário",5,"15.015,00","1.387"
"312",2012,"Sagrado Segredo","André Luiz Oliveira","Asacine Produções","DF","Polifilmes/Asacine","Documentário",5,"4.723,27","499"
"313",2012,"Santos, 100 Anos de Futebol Arte","Lina Chamie","Canal Azul Consultoria Audiovisual","SP","Canal Azul","Documentário",2,"7.719,00","691"
"314",2012,"São Paulo Companhia de Dança","Evaldo Mocarzel","Casa Azul Produções Artísticas","SP","Casa Azul","Documentário",1,"415,00","39"
"315",2012,"Soberano 2 – A heróica conquista do mundial de 2005","Carlos Nader","G7 Cinema","SP","G7 Cinema","Documentário",51,"161.692,46","13.609"
"316",2012,"Sudoeste","Eduardo Nunes","Cinematográfica Superfilmes","SP","Vitrine Filmes","Ficção",3,"23.759,50","2.702"
"317",2012,"Testemunha 4","Marcelo Grabowsky","Mirada Filmes Ltda. Epp","RJ","Mirada Filmes","Documentário",1,"1.756,00","162"
"318",2012,"Totalmente inocentes","Rodrigo Bittencourt Ramos","Atitude Produções e Empreendimentos Ltda.","RJ","Downtown/Paris/Riofilme","Ficção",153,"5.372.762,07","523.577"
"319",2012,"Tropicália","Marcelo Machado","Bossa Nova Films","SP","Imagem","Documentário",39,"793.467,49","70.995"
"320",2012,"Um homem qualquer","Caio Penido Dalla Vecchia","Encruzilhada Produções","SP","Pipa","Ficção",9,"8.811,98","1.093"
"321",2012,"Uma Longa Viagem","Lucia Murat","Taiga Filmes E Vídeo","RJ","Vitrine Filmes","Documentário",8,"63.640,26","6.769"
"322",2012,"Vale dos Esquecidos","Maria Raduan","Tucura Filmes","SP","Espaço Filmes","Documentário",3,"5.151,00","424"
"323",2012,"Violeta Foi Para o Céu","Andrés Wood","Bossa Nova Films","SP","Imovision","Ficção",11,"356.691,26","36.447"
"324",2012,"Virando Bicho","Silvia Fraiha / Alexandre da Silva Carvalho","Fraiha Produções de Eventos e Editora Ltda.","RJ","Fraiha produções","Documentário",24,"10.098,24","980"
"325",2012,"Vou Rifar meu Coração","Ana Rieper","Amado Arte & Produção","RJ","Vitrine Filmes","Documentário",18,"92.176,62","11.038"
"326",2012,"Xingu","Carlos Império Hamburger","O2 Cinema","SP","Sony/Downtown","Ficção",205,"3.898.549,67","378.087"
"327",2011,"180º","Eduardo Vaisman","Limite Produções","RJ","Pandora","Ficção",8,"20.393,89","2.173"
"328",2011,"4 X Timão - a Conquista do Tetra","Di Moretti","Canal Azul Consultoria Audiovisual","SP","Fox","Documentário",1,"1.829,00","131"
"329",2011,"A Alegria","Felipe Bragança e Marina Meliande","DM Filmes e Produções Artísticas","RJ","Espaço Filmes","Ficção",8,"28.519,15","3.108"
"330",2011,"A Antropóloga","Zeca Nunes Pires","Mundo Imaginário Produções Cinematográficas Ltda.","SC","Imagem","Ficção",3,"63.794,46","5.584"
"331",2011,"A Casa de Sandro","Gustavo Beck","Costa Mecchi Produções e Comunicações Ltda. - ME","SP","Enquadramento Produções","Documentário",2,"353,00","56"
"332",2011,"A Falta que Nos Move","Christiane Jatahy","Tambellini Filmes e Produções Audiovisuais","RJ","Espaço Filmes","Ficção",12,"81.849,00","7.509"
"333",2011,"A Fuga da Mulher Gorila","Felipe Bragança e Marina Meliande","DM Filmes e Produções Artísticas","RJ","Vitrine Filmes","Ficção",5,"1.776,50","351"
"334",2011,"À Margem do Lixo","Evaldo Mocarzel","Casa Azul Produções Artísticas","SP","Raiz Filmes","Documentário",5,"1.493,53","233"
"335",2011,"A Última Estrada da Praia","Fabiano de Souza","Okna Produções Culturais Ltda.","RS","Okna Produções","Ficção",0,"0,00","0"
"336",2011,"Além da Estrada","Charly Braun","Lynxfilm Produções Audiovisuais Ltda.","SP","Vitrine Filmes","Ficção",15,"142.480,29","15.934"
"337",2011,"Amanhã Nunca Mais","Tadeu Jungle","Filmes Mais Ltda.","SP","Fox","Ficção",17,"213.440,76","20.557"
"338",2011,"Amor?","João Jardim","Elimar Produções Artísticas","RJ","Copacabana Filmes","Ficção",14,"173.145,27","19.079"
"339",2011,"As Canções","Eduardo Coutinho","Videofilmes Produções Artísticas","RJ","Espaço Filmes","Documentário",10,"229.714,74","22.437"
"340",2011,"As Doze Estrelas","Luiz Alberto Pereira","Lapfilme Produções Cinematográficas","SP","Polifilmes/Lapfilme","Ficção",27,"32.011,56","3.469"
"341",2011,"As Mães de Chico Xavier","Glauber Filho e Halder Gomes","Luz Produções Cinematográficas","CE","Paris","Ficção",441,"4.598.470,13","517.330"
"342",2011,"Assalto ao Banco Central","Marcos Paulo","Total Entertainment","RJ","Fox","Ficção",325,"18.657.595,20","1.966.736"
"343",2011,"Avenida Brasília Formosa","Gabriel Mascaro","Plano 9 Produções Audiovisuais Ltda.","PE","Vitrine Filmes","Documentário",4,"4.048,50","941"
"344",2011,"Bahêa Minha Vida","Marcio Cavalcante","Movimento Produções e Eventos Ltda.","BA","Paris","Documentário",15,"597.579,00","74.857"
"345",2011,"Belair","Bruno Safadi e Noa Bressane","TB Produções","RJ","Pipa","Documentário",10,"9.357,70","1.282"
"346",2011,"Bollywood Dream – o Sonho Bollywoodiano","Beatriz Seigner","Miríade Filmes e Produções Artísticas Ltda.","SP","Espaço Filmes","Ficção",13,"60.561,00","6.105"
"347",2011,"Brasil Animado 3D","Mariana Caltabiano","Mariana Caltabiano Criações Ltda.","SP","Imagem","Animação",188,"1.014.270,67","141.733"
"348",2011,"Broder","Jeferson De","Glaz Entretenimento","SP","Sony","Ficção",35,"372.802,28","37.468"
"349",2011,"Bruna Surfistinha","Marcus Baldini","TV Zero","RJ","Imagem/Riofilme","Ficção",347,"20.038.362,43","2.176.999"
"350",2011,"Capitães da Areia","Cecília Amado","Lagoa Cultural e Esportiva","RJ","Imagem","Ficção",119,"1.488.886,73","170.607"
"351",2011,"Chantal Akerman, de Cá","Gustavo Beck e Leonardo Luiz Ferreira","Costa Mecchi Produções e Comunicações Ltda. - ME","SP","Vitrine Filmes","Documentário",6,"1.440,50","237"
"352",2011,"Cilada.com","José Alvarenga Jr.","Casé Filmes","RJ","Downtown/Paris/Riofilme","Ficção",389,"28.030.183,67","2.959.460"
"353",2011,"Corpos Celestes","Marcos Jorge e Fernando Severo","Citizencrane Produções Artísticas","PR","Panda Filmes","Ficção",8,"17.631,68","1.980"
"354",2011,"Cortina de Fumaça","Rodrigo Mac Niven","TVA2 Produções Ltda.","RJ","TVA2","Documentário",2,"1.745,05","251"
"355",2011,"Corumbiara","Vincent Robert Carelli","Vídeo nas Aldeias","PE","Panda Filmes","Documentário",1,"1.476,00","280"
"356",2011,"Crítico","Kleber Mendonça Filho","Cinemascopio Producoes Cinematograficas E Artisticas","PE","Vitrine Filmes","Documentário",4,"2.140,82","316"
"357",2011,"Dawson Isla 10","Miguel Littin","VPC Cinema Video Produções Artísticas e Distribuidora de Filmes Ltda.","BA","Imagem","Ficção",11,"31.921,67","3.545"
"358",2011,"De Pernas pro Ar","Roberto Santucci","Morena Filmes Ltda.","RJ","Downtown/Paris","Ficção",346,"31.033.778,76","3.506.552"
"359",2011,"Desaparecidos","David Schürmann","Schürmann Desenvolvimento e Pesquisa Ltda.","SC","Schürmann","Ficção",21,"101.249,85","9.821"
"360",2011,"Desassossego","Filme coletivo, coordenação do projeto Felipe Bragança e Marina Meliande.","DM Filmes e Produções Artísticas","RJ","Vitrine Filmes","Ficção",5,"1.529,00","357"
"361",2011,"Desenrola","Rosane Svartman","Raccord Produções Artísticas e Cinematográficas","RJ","Downtown/Riofilme","Ficção",138,"2.673.784,14","331.423"
"362",2011,"Diário de uma Busca","Flavia Castro","Tambellini Filmes e Produções Audiovisuais","RJ","Videofilmes","Documentário",6,"34.061,00","3.658"
"363",2011,"Domingos","Maria Ribeiro","Forte Filmes Produções Artísticas Ltda.","RJ","Gávea Filmes","Documentário",4,"5.221,50","735"
"364",2011,"Duas Mulheres","João Mário Grilo","Taiga Filmes e Vídeo","RJ","Pipa","Ficção",2,"1.725,00","232"
"365",2011,"E Aí Hendrix?","Pedro Paulo Carneiro e Roberto Lamounier","Pedro Paulo Oliva Carneiro","RJ","Polifilmes","Documentário",1,"1.184,72","141"
"366",2011,"Elvis e Madona","Marcelo Laffitte","Hamaca Produções Artísticas Ltda. - ME","BA","Pipa","Ficção",38,"87.287,23","11.340"
"367",2011,"Embargo","António Ferreira","Diler & Associados","RJ","Raiz Filmes","Ficção",1,"3.242,05","344"
"368",2011,"Estamos Juntos","Toni Venturi","Olhar Imaginário","SP","Imagem","Ficção",43,"266.545,55","33.187"
"369",2011,"Estrada para Ythaca","Guto Parente, Luiz Pretti, Pedro Diógenes e Ricardo Pretti","Alumbramento Produções Cinematográficas Ltda.","CE","Vitrine Filmes","Ficção",7,"5.354,50","833"
"370",2011,"Estrada Real da Cachaça","Pedro Urano","Grupo Novo de Cinema e TV","RJ","Vitrine Filmes","Documentário",6,"6.788,50","1.083"
"371",2011,"Eu Eu Eu José Lewgoy","Claudio Khans","Brasil 1500 Ltda.","SP","Polifilmes","Documentário",1,"2.168,50","236"
"372",2011,"Família Braz – Dois Tempos","Dorrit Harazim e Arthur Fontes","Conspiração Filmes","RJ","Videofilmes","Documentário",10,"30.090,50","2.907"
"373",2011,"Família Vende Tudo","Alain Fresnot","A.F. Cinema e Vídeo","SP","Playarte","Ficção",154,"1.009.124,29","112.116"
"374",2011,"Filhos de João, Admirável Mundo Novo Baiano","Henrique Dantas","Hamaca Produções Artísticas Ltda. - ME","BA","Pipa","Documentário",22,"155.523,08","20.559"
"375",2011,"Inversão","Edu Felistoque","Olympus Filme Ltda.","SP","Califórnia","Ficção",3,"885,00","136"
"376",2011,"Jardim das Folhas Sagradas","Pola Ribeiro","Studio Brasil Produção e Distribuição de Filmes Ltda.","BA","Polifilmes","Ficção",16,"129.699,44","16.831"
"377",2011,"Leite e Ferro","Claudia Priscilla","Paleoteve Produção Cultural Ltda. - ME","SP","Polifilmes","Documentário",3,"3.359,00","364"
"378",2011,"Lixo Extraordinário","João Jardim, Karen Harley e Lucy Walker","O2 Cinema","SP","Downtown","Documentário",28,"405.917,34","52.472"
"379",2011,"Lope","Andrucha Waddington","Conspiração Filmes","RJ","Warner","Ficção",25,"337.065,00","32.790"
"380",2011,"Malu de Bicicleta","Flávio Tambellini","Tambellini Filmes e Produções Audiovisuais","RJ","Downtown/Riofilme","Ficção",33,"161.823,59","19.083"
"381",2011,"Mamonas para Sempre","Claudio Khans","Brasil 1500 Ltda.","SP","Europa","Documentário",34,"162.100,25","20.344"
"382",2011,"Marcha da Vida","Jessica Sanders","Conspiração Filmes","RJ","Europa","Documentário",21,"37.245,51","4.089"
"383",2011,"Meu País","André Ristum","Sombumbo Filmes Ltda. - ME","SP","Imovision","Ficção",43,"450.479,50","39.841"
"384",2011,"Morro do Céu","Gustavo Spolidoro","Gustavo Spolidoro","RS","Vitrine Filmes","Documentário",5,"1.267,00","208"
"385",2011,"Mulatas! Um Tufão nos Quadris","Walmor Pamplona","Carioca Filmes Ltda.","RJ","Carioca","Documentário",3,"1.605,75","233"
"386",2011,"Não se Pode Viver sem Amor","Jorge Durán","El Desierto Filmes","RJ","Pandora","Ficção",11,"52.633,87","7.618"
"387",2011,"Não se Preocupe, Nada Vai Dar Certo","Hugo Carvana","MAC Comunicação e Produção","RJ","Imagem","Ficção",121,"1.256.209,11","141.213"
"388",2011,"Natimorto","Paulo Machline","Camisa Treze Cultural S/S Ltda.","SP","Espaço Filmes","Ficção",5,"33.071,50","3.194"
"389",2011,"No Olho da Rua","Rogério Corrêa","Leão Filmes Ltda. ME","SP","Leão Filmes","Ficção",6,"13.808,50","8.141"
"390",2011,"O Céu Sobre os Ombros","Sérgio Borges","Orobó Filmes Ltda.","MG","Vitrine Filmes","Ficção",11,"30.527,66","4.008"
"391",2011,"O Filme dos Espíritos","André Marouço e Michel Dubret","Fundação Espírita André Luiz","SP","Paris","Ficção",160,"3.092.649,38","320.489"
"392",2011,"O Homem do Futuro","Cláudio Torres","Conspiração Filmes","RJ","Paramount","Ficção",291,"11.498.810,00","1.211.083"
"393",2011,"O Mineiro e o Queijo","Helvécio Ratton","Quimera Filmes","MG","Espaço Filmes","Documentário",9,"52.846,15","5.166"
"394",2011,"O Palhaço","Selton Mello","Bananeira Filmes","RJ","Imagem","Ficção",267,"11.901.420,05","1.242.800"
"395",2011,"O Samba que Mora em Mim","Geórgia Guerra-Peixe","Bossa Nova Films","SP","Pandora","Documentário",7,"16.095,16","1.886"
"396",2011,"O Último Voo do Flamingo","João Ribeiro","Videofilmes Produções Artísticas","RJ","Videofilmes","Ficção",7,"14.159,50","1.686"
"397",2011,"Onde Está a Felicidade?","Carlos Alberto Riccelli","Pulsar Produções Artísticas e Culturais","SP","Fox","Ficção",170,"1.643.220,39","181.680"
"398",2011,"Os 3","Nando Olival","Della Rosa Produções Ltda. - EPP","SP","Warner","Ficção",26,"207.465,00","22.681"
"399",2011,"Os Monstros","Guto Parente, Luiz Pretti, Pedro Diógenes e Ricardo Pretti","Alumbramento Produções Cinematográficas Ltda.","CE","Vitrine Filmes","Ficção",5,"2.122,50","428"
"400",2011,"Os Residentes","Thiago Mata Machado","Filmes do Cerrado Produções Cinematográficas Ltda.","MG","Vitrine Filmes","Ficção",4,"5.159,10","949"
"401",2011,"Pacific","Marcelo Pedroso","Símio Filmes Ltda.","PE","Vitrine Filmes","Documentário",6,"2.921,50","634"
"402",2011,"","Marcelo Siqueira e Carlos Garcia","Psi Comércio e Serviços Ltda.","SP","Cinemark Brasil","Videomusical",53,"291.939,00","21.842"
"403",2011,"Ponto Final","Marcelo Taranto","MT Filmes","RJ","Pipa","Ficção",2,"1.741,00","193"
"404",2011,"Porta a Porta – a Política em Dois Tempos","Marcelo Brennand","Sopro de Zéfiro Produções Culturais e Artística S/S Ltda.","PE","Zéfiro Produções","Documentário",0,"0,00","0"
"405",2011,"Prova de Artista","José Joffily","Coevos Filmes","RJ","Formosa Filmes","Documentário",9,"11.362,55","1.388"
"406",2011,"Qualquer Gato","Tomas Portella","Tietê Produções Cinematográficas","RJ","Disney","Ficção",206,"10.742.238,99","1.194.628"
"407",2011,"Quebradeiras","Evaldo Mocarzel","Casa Azul Produções Artísticas","SP","Raiz Filmes","Documentário",1,"391,00","38"
"408",2011,"Quebrando o Tabu","Fernando Grostein Andrade","Spray Filmes S/S Ltda.","SP","Espaço Filmes","Documentário",16,"254.802,99","24.971"
"409",2011,"Rádio Nacional","Paulo Roscio","Business Telecom","RJ","Business Telecom","Documentário",4,"3.958,00","798"
"410",2011,"Reidy – a Construção da Utopia","Ana Maria Magalhães","Nova Era Produções de Arte","RJ","Espaço Filmes","Documentário",11,"47.300,36","4.320"
"411",2011,"Riscado","Gustavo Pizzi","Cavideo Locadora e Comércio de Conveniências","RJ","Filmes do Estação","Ficção",8,"37.717,05","4.357"
"412",2011,"Rock Brasília - Era de Ouro","Vladimir Carvalho","Cki Marketing, Entretenimento e Cultura Ltda.","DF","Downtown","Documentário",60,"340.724,75","34.886"
"413",2011,"Sequestro","Wolney Atalla","Midmix Entretenimento Ltda.","RJ","Downtown","Documentário",2,"8.114,00","648"
"414",2011,"Simples Mortais","Mauro Giuntini","Plateau Realizações Artísticas Ltda. / Asacine Produções Ltda. EPP","DF","Polifilmes","Ficção",4,"8.176,50","935"
"415",2011,"Solidão e Fé","Tatiana Lohmann","Miração Filmes","SP","Miração Filmes","Documentário",3,"3.234,59","830"
"416",2011,"Tancredo Neves - a Travessia","Silvio Tendler","Intervideo Comunicações Ltda.","RJ","Downtown","Documentário",4,"26.376,50","2.411"
"417",2011,"Todo Mundo Tem Problemas Sexuais","Domingos Oliveira","4004 - Produções de Arte Ltda.","RJ","Filmes do Estação","Ficção",34,"613.486,67","70.673"
"418",2011,"Top Models – um Conto de Fadas Brasileiro","Richard Luiz","In Mod Instituto Nacional de Moda e Design","SP","Espaço Filmes","Documentário",9,"8.759,00","870"
"419",2011,"Trabalhar Cansa","Juliana Rojas e Marco Dutra","Dezenove Som e Imagens Produções","SP","Polifilmes","Ficção",10,"68.691,25","6.821"
"420",2011,"Transcendendo Lynch","Marcos Andrade","Quantum Produções Artísticas Ltda.","RJ","Espaço Filmes","Documentário",10,"11.638,00","1.303"
"421",2011,"Transeunte","Eryk Rocha","Videofilmes Produções Artísticas","RJ","Videofilmes","Ficção",5,"16.757,42","2.072"
"422",2011,"Um Assalto de Fé","Cibele Amaral","34 Filmes Ltda.","DF","Ab Filmes/ Festival Filmes","Ficção",5,"43.839,91","4.386"
"423",2011,"Uma Professora Muito Maluquinha","André Pinto e Cesar Rodrigues","Diler & Associados","RJ","Downtown/Riofilme","Ficção",48,"537.596,12","67.904"
"424",2011,"Vips","Toniko Melo","O2 Cinema","SP","Universal","Ficção",180,"5.881.648,00","593.855"
"425",2011,"Vips - Histórias Reais de um Mentiroso","Mariana Caltabiano","Mariana Caltabiano Criações Ltda.","SP","Imovision","Documentário",2,"18.789,00","1.599"
"426",2011,"Walachai","Rejane Zilles","Okna Produções Culturais Ltda.","RS","Okna Produções","Documentário",8,"11.903,08","1.262"
"427",2010,"400 Contra 1 – A História do Comando Vermelho","Caco Souza","Destiny International Comunicações Ltda.","SP","Playarte","Ficção",76,"1.078.111,22","127.450"
"428",2010,"5X Favela – Agora Por Nós Mesmos","Luciana Bezerra, Cacau Amaral, Rodrigo Felha, Wavá Novais, Manaíra Carneiro, Cadu Barcellos e Luciano Vidigal","Luz Mágica Produções Audiovisuais Ltda.","RJ","Sony/Disney (Columbia)/Riofilme","Ficção",48,"1.365.197,66","160.573"
"429",2010,"A Alma do Osso","Cao Guimarães","Cinco em Ponto","MG","Filmes do Rio de Janeiro","Documentário",3,"3.955,71","453"
"430",2010,"A Casa Verde","Paulo Nascimento","Accorde Filmes","RS","Accorde Audiovisuais","Ficção",12,"128.184,94","42.954"
"431",2010,"A Falta que me Faz","Marília Rocha","Anavilhana Filmes Ltda.","MG","Teia Filmes (Anavilhana)","Documentário",3,"3.304,40","387"
"432",2010,"A Guerra dos Vizinhos","Rubens Xavier","XR2 Cinevídeo Ltda. ME","SP","Polifilmes","Ficção",8,"84.381,45","22.648"
"433",2010,"A Suprema Felicidade","Arnaldo Jabor","Francisco Ramalho Junior Filmes","SP","Paramount","Ficção",166,"2.121.215,00","219.472"
"434",2010,"Acácio","Marília Rocha","Anavilhana Filmes Ltda.","MG","Teia Filmes (Anavilhana)","Documentário",4,"3.375,00","431"
"435",2010,"Amor por Acaso","Marcio Garcia","MGP Entretenimento Ltda.","MG","Playarte","Ficção",65,"459.769,41","52.359"
"436",2010,"Antes que o Mundo Acabe","Ana Luiza Azevedo","Casa de Cinema de Porto Alegre","RS","Imagem","Ficção",13,"218.162,12","32.297"
"437",2010,"Ao Sul de Setembro","Amauri Tangará","Artes Brasil Produções Artísticas","MT","Polifilmes","Ficção",1,"1.289,00","125"
"438",2010,"Aparecida, o Milagre","Tizuka Yamazaki","Vitória Produções Cinematográficas","RJ","Paramount","Ficção",275,"1.830.173,00","243.336"
"439",2010,"As Cartas Psicografadas por Chico Xavier","Cristiana Grumbach","Crisis Produtivas Comunicação","RJ","Ciclorama","Documentário",22,"60.280,74","7.431"
"440",2010,"As Melhores Coisas do Mundo","Laís Bodanzky","Gullane Filmes","SP","Warner/Riofilme","Ficção",152,"2.257.084,00","300.165"
"441",2010,"B1 - Tenório em Pequim","Felipe Braga e Eduardo Hunter Moura","RT Comércio e Serviços de Criação e Produção de Obras com Direitos Autorais Ltda. - EPP. / Fimdoposte Produçoes Artisticas e Editoriais Ltda. (RJ)","SP","Espaço Filmes","Documentário",9,"7.002,00","679"
