"","AnoLancamento","Titulo","Diretor","Produtora","UF","Distribuidora","Genero","MaxSalas","Renda","Publico"
"1018",2000,"Villa Lobos - uma Vida de Paixão","Zelito Viana","Mapa Filmes do Brasil","RJ","UIP/ RioFilme","Ficção",50,"874.453,00","143.981"
"1019",2000,"Xuxa Popstar","Paulo Sérgio Almeida e Tizuka Yamasaki","Diler & Associados","RJ","Warner","Ficção",304,"9.625.191,00","2.394.326"
"1020",1999,"A Hora Mágica","Guilherme de Almeida Prado","Star Filmes","SP","RioFilme","Ficção",7,"31.891,00","5.999"
"1021",1999,"Até que a Vida nos Separe","José Zaragoza","Zaragoza Produções Audiovisuais","SP","RioFilme","Ficção",36,"243.629,00","43.815"
"1022",1999,"Caminho dos Sonhos","Lucas Amberg","Amberg Filmes","SP","UIP","Ficção",22,"68.060,00","14.646"
"1023",1999,"Castelo Rá-Tim-Bum, o Filme","Cao Hamburger","A.F. Cinema e Vídeo","SP","Columbia","Ficção",134,"3.031.875,00","725.329"
"1024",1999,"Contos de Lígia e Morte","Del Rangel","Cinema Prof Empreendimentos","SP","Lumière","Ficção",2,"3.257,00","649"
"1025",1999,"Dois Córregos","Carlos Reichenbach","Dezenove Som e Imagens Produções","SP","RioFilme","Ficção",13,"189.716,00","38.017"
"1026",1999,"Fé","Ricardo Dias","Cinematográfica Superfilmes","SP","RioFilme","Documentário",4,"42.349,00","8.248"
"1027",1999,"Histórias do Flamengo","Alexandre Niemyer","Produções Carlos Niemeyer Filmes","RJ","RioFilme","Ficção",14,"56.465,00","11.157"
"1028",1999,"Mário","Hermano Penna","Luz XXI Cine Video","SP","RioFilme","Ficção",1,"11.929,00","2.249"
"1029",1999,"Mauá - o Imperador e o Rei","Sérgio Rezende","Lagoa Cultural e Esportiva","RJ","Buena Vista/ RioFilme","Ficção",78,"923.684,00","195.790"
"1030",1999,"No Coração dos Deuses","Geraldo Moraes","Aquarela Produções Culturais","DF","RioFilme","Ficção",25,"90.530,00","23.217"
"1031",1999,"Nós que aqui Estamos por vós Esperamos","Marcelo Masagão","Um Minuto Marketing Produções Culturais","SP","RioFilme","Documentário",4,"285.130,00","58.577"
"1032",1999,"O Trapalhão e a Luz Azul","Paulo Aragão","Renato Aragão Produções Artísticas","RJ","Lumière","Ficção",239,"2.947.356,00","771.831"
"1033",1999,"O Tronco","João Batista de Andrade","Raiz Produções Cinematográficas","SP","Pandora","Ficção",0,"5.000,00","1.000"
"1034",1999,"O Viajante","Paulo Cesar Sarraceni","Shater Produções Artísticas","RJ","RioFilme","Ficção",2,"24.809,00","5.970"
"1035",1999,"Orfeu","Cacá Diegues","Rio Vermelho Filmes","RJ","Warner","Ficção",147,"4.455.409,00","961.961"
"1036",1999,"Os Carvoeiros","Nigel Noble","Zazen Produções Audiovisuais","RJ","Zazen","Documentário",0,"5.000,00","1.000"
